;wag;rt;emp;loa;car;pi;cpi;wibor_on;wibor_1m;reer;all_com_pri_ind;m3;pi_ea;pi_germany
2012-02-01;3664,208983;337,3159692;5533,26856;686668,8491;13,36559199;106,9926731;167,0910965;4,42;4,75;99,45173326;195,8771187;871824,661;102,1;106,8
2012-03-01;3696,927952;344,4618774;5534,057568;690999,366;14,02096254;107,4339422;167,6189796;4,55;4,72;100,1997877;201,8759446;873185,4915;102,3;107,5
2012-04-01;3696,123523;340,5905806;5530,05547;692730,3699;14,07329057;108,8119863;168,20297;4,52;4,71;99,56633012;197,4726635;872804,7667;101,3;105,9
2012-05-01;3712,304135;341,0016144;5531,645136;694875,393;13,91382589;109,2713357;168,3980139;4,69;4,85;95,95910469;185,2899486;883936,3726;102,1;107,7
2012-06-01;3744,665081;338,0248777;5528,316932;697738,5284;13,61247931;107,3946829;168,9089015;4,88;4,91;97,50043579;170,0617551;885462,6131;101,2;106,6
2012-07-01;3706,920359;341,650536;5525,799571;701048,5428;13,89512003;108,2261641;168,6174376;4,84;4,91;97,62713907;177,9794444;890049,6384;101,7;107,4
2012-08-01;3731,714606;338,4837469;5522,869812;703790,46;13,99017869;107,7237763;168,8147217;4,9;4,91;100,2058345;185,4720003;896870,0027;102,6;107,6
2012-09-01;3730,72124;343,0687909;5517,341242;704780,2164;14,08514904;107,729953;169,032295;4,88;4,9;100,3891737;187,1606119;896093,2589;100,7;106,3
2012-10-01;3744,342857;338,7435705;5512,674978;705607,6247;14,06089453;108,4718;169,4264365;4,79;4,83;100,7784541;183,1963585;902737,0617;100;104,8
2012-11-01;3754,209705;340,428393;5502,467422;707202,5202;14,19391639;108,1706398;169,6545653;4,7;4,64;99,83685441;180,5349398;903434,8531;99,1;104,1
2012-12-01;3771,381472;336,6038545;5491,899289;709250,4557;14,84107683;105,0991743;169,8621576;4,37;4,33;101,4922616;182,2708303;909359,8887;99,6;104,6
2013-01-01;3782,923438;343,1409291;5494,307395;707469,5487;15,28052601;108,2858128;169,761315;4,12;4,12;100,6173969;187,4492397;914380,7413;99,3;103,7
2013-02-01;3791,387087;342,7088682;5488,914377;709891,3964;15,14847595;107,8929977;169,7226531;3,92;3,87;98,73300952;190,6307576;920033,82;99,4;104,5
2013-03-01;3762,793745;340,4486112;5483,961251;710504,7334;15,27771893;109,0312572;169,7749577;3,5;3,48;99,16901486;183,7526315;930645,8721;100,5;106,3
2013-04-01;3801,195612;342,5587353;5477,696136;711786,2682;15,40420731;106,8378321;170,0492256;3,32;3,33;101,0277117;178,9054845;937471,5191;100,6;106,3
2013-05-01;3786,951702;342,8586836;5481,392819;713437,9566;15,22622177;107,2939004;169,7840165;3,14;3,09;98,78250018;179,4909253;941584,19;100,5;105,3
2013-06-01;3818,729421;352,878245;5485,881748;715383,439;15,21506926;112,5425918;169,9468495;2,82;2,86;97,37799427;179,1588349;947352,2053;100,8;107,2
2013-07-01;3838,056071;351,0920429;5487,561161;717848,3083;15,7666882;112,5766431;170,8865806;2,47;2,65;97,63481631;183,5917512;948409,8556;100;105,6
2013-08-01;3835,488719;353,0574897;5494,864141;721140,9304;15,84163564;112,8184175;171,0601676;2,59;2,62;98,65002245;185,8338807;951376,6962;100,7;107,7
2013-09-01;3855,013748;356,238399;5498,416114;725575,4129;15,6875418;112,4467847;171,286889;2,55;2,61;98,83445104;185,153466;950851,5235;101;107,3
2013-10-01;3867,239714;352,5969515;5501,990369;727589,6126;15,85254848;113,5374431;171,2771435;2,55;2,6;100,302812;182,1836157;955780,7247;100,4;106,5
2013-11-01;3884,976727;354,9379742;5505,07652;730468,4408;15,87111892;113,3023615;171,0302703;2,59;2,6;99,98760923;179,6042228;955073,3825;101,7;108,4
2013-12-01;3885,577563;354,5592653;5505,961573;734589,498;15,75649101;109,9304242;171,211915;2,48;2,6;101,2560765;183,9303022;965960,5762;101,5;108,6
2014-01-01;3894,958046;355,7831553;5494,520985;737608,0447;15,56422847;112,5988569;171,1839877;2,63;2,61;99,84666709;180,0580267;963412,5598;101,2;107,9
2014-02-01;3926,68067;364,5653041;5499,667749;742836,5797;15,57551062;113,2437216;171,3464874;2,53;2,61;100,7587643;183,2506436;968265,4757;101,4;107,8
2014-03-01;3922,901852;360,9739419;5509,322887;746251,8618;15,42872697;112,1222453;171,3175511;2,59;2,61;100,369606;183,1389234;979018,9695;100,9;108,2
2014-04-01;3936,129136;363,2261008;5513,751254;750536,9726;14,9591058;115,2956477;170,8848362;2,57;2,62;100,8820655;184,6722726;988537,5344;102;107,8
2014-05-01;3965,342963;360,3567064;5517,506144;756438,7455;14,95142129;114,6227068;170,6353886;2,6;2,62;100,1197894;184,272981;990989,8634;101,3;107,2
2014-06-01;3963,045381;358,0331685;5524,744132;759691,6364;14,8771216;112,4494698;170,7594959;2,65;2,61;100,991178;185,2054615;997011,242;101;107,3
2014-07-01;3974,556474;363,859666;5530,340115;760391,2049;15,00399244;115,5715574;170,8665589;2,61;2,6;99,96466577;181,314306;1005656,952;101,7;109,1
2014-08-01;3982,608711;366,2906223;5537,257566;763464,5292;14,90142553;113,0842162;170,8177705;2,63;2,6;98,56983079;175,3049934;1022081,412;100,2;105,2
2014-09-01;3991,172448;365,1815607;5542,098928;765382,2198;14,82001963;115,3279521;170,8666743;2,6;2,52;97,97304094;168,5837752;1025726,29;101,4;107,8
2014-10-01;4007,435766;364,2456317;5547,822821;765494,1728;14,70789561;115,5782404;170,5518567;2,2;2,14;98,26834862;157,6298083;1029092,717;101,3;108,2
2014-11-01;4011,814802;366,4221708;5555,263293;771067,7883;14,84745326;116,0484383;170,3144654;2,09;2,05;98,41109011;148,4860748;1035059,802;101,2;108,1
2014-12-01;4038,429784;362,9056338;5562,309499;771892,3085;14,91573521;116,0249512;169,7717231;2,06;2,08;98,08229556;130,8739656;1044845,294;102,4;109,9
2015-01-01;4040,679745;369,2075853;5560,399187;776701,2846;15,015911;116,8962761;169,3008286;1,99;2,05;95,20647772;114,7846082;1045753,315;102,1;108,1
2015-02-01;4053,371242;371,2117951;5562,772311;779922,9465;15,0013928;118,4547944;169,0662356;2,05;1,96;97,85003567;121,1190718;1052536,427;103,4;108,5
2015-03-01;4091,943659;379,0860283;5567,468472;786102,2508;15,02806104;119,7722223;169,1597343;1,68;1,67;96,22005323;117,2719711;1064638,047;103,7;108,7
2015-04-01;4068,701835;368,8787511;5572,495539;786266,4072;15,08113069;117,5472637;169,4106833;1,6;1,64;99,30081333;119,5658968;1058445,739;103,1;109
2015-05-01;4087,610337;376,9358298;5579,313339;791277,3169;15,28062006;119,7816234;169,3614155;1,55;1,64;97,74411458;124,8899553;1065733,247;103,2;109,2
2015-06-01;4074,321684;374,8116922;5576,694301;796726,1949;15,46789103;118,3951805;169,46084;1,59;1,65;97,42979964;122,8423065;1078661,129;103,7;109,3
2015-07-01;4093,119418;373,4311295;5583,427096;801235,9078;15,62784167;120,1985686;169,6666956;1,58;1,66;96,19809027;114,8411365;1091140,714;104,3;110,4
2015-08-01;4120,674149;376,7805657;5593,00708;806417,867;15,85485338;119,8385745;169,6011089;1,65;1,66;96,67445995;104,3112432;1096242,382;103,1;108,3
2015-09-01;4146,419566;374,4615656;5600,258619;808951,3341;16,10242708;119,8567379;169,1773275;1,61;1,66;95,94512213;103,6053647;1110825,963;103,6;108,5
2015-10-01;4156,546088;379,8400209;5612,993835;814135,8151;16,31991982;121,4702277;169,0445573;1,59;1,67;95,16599422;103,5396471;1121237,627;104,3;108,7
2015-11-01;4168,559409;384,3195128;5622,835834;816785,5051;16,64069952;122,7474818;168,9076434;1,6;1,67;93,57926985;97,4769409;1131708,373;103,6;108,2
2015-12-01;4192,54204;387,3286839;5638,993929;820339,6114;16,89152118;123,0675234;168,5173828;1,52;1,66;94,8960082;90,84483372;1139420,179;103,4;108,9
2016-01-01;4201,368218;381,6102141;5690,018068;826996,1094;17,17355448;120,3313173;167,6748777;1,53;1,63;91,63974181;83,21774165;1152191,274;105,7;110,8
2016-02-01;4211,677672;383,5514558;5699,76895;828707,9329;17,12506844;122,8006587;167,3383111;1,39;1,58;92,53214791;83,98254444;1158641,308;104,3;109,9
2016-03-01;4214,435785;380,8252101;5716,656417;830930,0551;17,11692364;120,7959846;167,368892;1,43;1,56;94,31828496;92,38465071;1161156,802;103,8;109,4
2016-04-01;4254,664675;393,0214075;5725,072928;836495,897;17,1344998;123,7326256;167,4195687;1,63;1,56;93,34242606;96,44354939;1181208,378;105,2;109,9
2016-05-01;4251,562827;393,5885055;5734,962941;836759,6172;17,31434654;121,6329665;167,5774571;1,6;1,58;90,81379888;102,2257253;1189261,996;103,8;108,8
2016-06-01;4260,941531;397,5544777;5750,814916;839194,0462;17,48318139;124,9688512;167,9776153;1,56;1,63;91,76739457;105,5200058;1201907,924;104,5;110,3
2016-07-01;4292,217185;396,5738107;5761,492289;843292,7324;17,62513653;121,1656782;167,9026358;1,61;1,65;90,98986124;102,8161294;1208222,236;103,9;108,4
2016-08-01;4292,132283;397,6815164;5766,372969;845996,7498;17,65917044;123,8004319;168,2301708;1,58;1,65;93,34497883;102,7590974;1206649,953;105,6;111
2016-09-01;4303,536021;399,4300853;5779,250926;852922,8315;17,71352836;124,0568712;168,322262;1,66;1,65;93,08982289;102,4851696;1214866,537;105,1;110,3
2016-10-01;4319,781711;404,1459751;5786,190477;856398,083;17,73798178;122,8765812;168,7712077;1,62;1,65;92,9882769;108,1781119;1218973,322;105,1;110,4
2016-11-01;4339,303226;405,2364121;5799,023178;856949,556;17,88014688;124,2156101;169,0294146;1,49;1,66;90,81451782;106,5780384;1241458,984;106,9;111,1
2016-12-01;4341,692143;410,8459018;5812,90132;860342,6025;17,9529824;127,9406979;170,0835703;1,47;1,66;90,18286892;114,3656641;1248527,298;105,8;108,9
2017-01-01;4380,676728;417,8841389;5946,400685;864367,0562;18,05665266;128,8287458;170,6309951;1,56;1,66;92,08623634;118,1725767;1250242,021;106;110,7
2017-02-01;4395,521603;414,7468204;5963,349666;869039,7139;17,90744517;127,6138663;171,0785116;1,6;1,66;92,13696266;118,6159995;1253513,307;105,8;111,3
2017-03-01;4428,506848;416,2079253;5970,951499;874599,933;17,79813901;129,9121342;170,7410335;1,57;1,66;93,45180645;113,3149448;1251860,362;106,2;111,4
2017-04-01;4439,374317;418,8869024;5984,984833;882259,1935;17,7142533;129,0250009;170,7958963;1,61;1,66;94,31750936;113,2268761;1260210,092;106,5;112,3
2017-05-01;4464,582767;417,5737456;5991,145919;886309,6151;17,84883313;130,0963779;170,763121;1,62;1,66;96,12307859;110,5894616;1263741,327;108;113,9
2017-06-01;4502,637247;419,6097256;5999,688211;890483,1051;17,85739384;130,3836486;170,5790514;1,56;1,66;96,06045769;106,8409774;1262265,578;107,3;112,8
